label,score,text
neutral,0.6740398406982422,realmadrid Delafishbone ChelseaFCSp Still Chelsea win
neutral,0.7303615212440491,Elegance19 Madrid 31 Chelsea
positive,0.7375742793083191,Chelsea win today
neutral,0.7901492118835449,Modric Kroos seeing Kant starting lineup Chelsea RLMCHE httpstcoALwzwxpxFj
neutral,0.5598297715187073,ChelseaChadder ChelseaFC Come captain lets Chelsea
neutral,0.5681380033493042,Chelsea fans Chelsea must win real Madrid Chelsea httpstco36NHhoT1xd
positive,0.4266001880168915,BELIEVE chelsea nyame y3 broni
neutral,0.7953965067863464,Madrid Chelsea REMCHE UEFA VINIJR RealMadrid Real Madrid vs Chelsea Live Stream httpstcoLrrkYyExId Real Madrid vs Chelsea En Vivo httpstcoLrrkYyExId Real Madrid vs Chelsea En Direct httpstcoLrrkYyExId Enjoy Streaming httpstcof1JAHdMea5
neutral,0.8029718995094299,We need run data giveaway Real Madrid beat Chelsea 5 0 tonight
neutral,0.6839227080345154,JustBrymo Its Chelsea na go stake
neutral,0.6977180242538452,teemourinho Chelsea 32 Madrid
negative,0.7601239681243896,I miss viewing centers bants double games showing Now I choose Real Madrid vs Chelsea Milan vs Napoli I watch leao kvara though Tough choice
negative,0.541049063205719,Chelseas squad funny tho How usually play well extent back 3 suddenly become clueless back 4 Na one way Sabi play
neutral,0.4444211721420288,If Chelsea beat Real Madrid I deactivate Twitter account good
neutral,0.9035557508468628,Bet9jaOfficial Real Madrid 31 Chelsea User ID 9648274 httpstcoNoaur7x8JP
neutral,0.7773026823997498,Madrid Chelsea REMCHE UEFA VINIJR RealMadrid Real Madrid vs Chelsea Live Stream httpstcoepxEUyLrW3 Real Madrid vs Chelsea En Vivo httpstcoepxEUyLrW3 Real Madrid vs Chelsea En Direct httpstcoepxEUyLrW3 Enjoy Streaming httpstcoGSL40yVWgN
neutral,0.8928329348564148,UCL Live Stream UEFA Champions League AC Milan vs Napoli e httpstco3JSCua8shz Real Madrid vs Chelsea e httpstco3JSCua8shz live livestream livefree FGHYT
negative,0.502784788608551,Chelsea fans con silent Dem con dey anticipate thrashing Real Madrid
neutral,0.8375548720359802,Madrid Chelsea REMCHE UEFA VINIJR RealMadrid Real Madrid vs Chelsea Live Stream httpstcoF0hzm7Tbk1 Real Madrid vs Chelsea En Vivo httpstcoF0hzm7Tbk1 Real Madrid vs Chelsea En Direct httpstcoF0hzm7Tbk1 Enjoy Streaming httpstcovcinJijyCG
negative,0.4855630695819855,ChelseaCFP Can send message website work Unfortunately dm closed thats Im asking
neutral,0.888760507106781,UCL Live Stream UEFA Champions League AC Milan vs Napoli e httpstco3JSCua8shz Real Madrid vs Chelsea e httpstco3JSCua8shz live livestream livefree GHJY
neutral,0.688491940498352,GhanaYesu Madrid 42 Chelsea
negative,0.7752573490142822,Rufayi chale Chelsea lineup scary tip win
neutral,0.7901877164840698,NursetoluX Chelsea win draw
negative,0.5406326651573181,Im trying jinx talk I genuinely think Starting XI Chelsea could say wassup
negative,0.6086722016334534,stop acting nervous yall literally playing chelsea httpstcoG1WYVj15yj
neutral,0.3921012282371521,MadMontana Same vibes Of course I 1 belief faith back mind Chelsea European lights always different situation Were match right unfortunately
neutral,0.8523494005203247,Real Madrid vs Chelsea LIVE httpstco10YO82LjyU RMACHE UCL ChampionsLeague
neutral,0.44949862360954285,jonmorleylfc Who think pepwouldoverthinkmore Madrid chelsea
neutral,0.8933505415916443,UCL Live Stream UEFA Champions League AC Milan vs Napoli e httpstco3JSCua8shz Real Madrid vs Chelsea e httpstco3JSCua8shz live livestream livefree CVX
neutral,0.82933109998703,Say name RMACHE Mane KwadwoSheldon DataZone Chelsea Madrid Kante ThiagoSilva httpstcoog1wbVHwgD
neutral,0.8631791472434998,Inside dressing rooms Bernabeu Real Madrid v Chelsea LIVE 435am AEST Stan Sport Every UCL Match 4K UHD Exclusive amp Adfree The Home UEFA Champions League StanSportAU UCL RMACHE httpstcoktfFJTz5ip
neutral,0.7598056793212891,D state chelsea httpstcob7vGbmDQEv
neutral,0.8007739782333374,NjokiMuriraKE Real Madrid 3 chelsea 0
neutral,0.871464192867279,infobolacom FT Real Madrid 13 Chelsea ChampionsLeague UCL
neutral,0.7902424931526184,Madrid Vs Chelsea Ziyech subs player list ziyech hakimziyech ChelseaFC ChelseavsRealmadrid httpstcoux6eNrWifk
neutral,0.8801589012145996,UCL Live Stream UEFA Champions League AC Milan vs Napoli e httpstco3JSCua8shz Real Madrid vs Chelsea e httpstco3JSCua8shz live livestream livefree BNGH
neutral,0.86112380027771,Real Madrid Vs Chelsea Drop Predictions Retweet Today Going 31 Real Madrid win httpstcoQpRCvw6hfI
negative,0.8585472702980042,I dont know Chelsea lineup pushed confidence massively Even draw point look like underperformance
negative,0.6739922165870667,Funny Liverpool fans banking Chelsea upset Rea Madrid Uefa Champions league quarters
neutral,0.571577787399292,If Chelsea Offer Mason Mount Anything Close To What Hes Asking For He 100 Stays So Just Know If We Sign Mason Mount Its Because Chelsea Were Not Willing To Pay Him Given The Choice Of Chelsea Or Liverpool He Picks Chelsea Every Day Of The Week And Twice On Sunday
neutral,0.8524465560913086,PoojaMedia Real Madrid 4 2 Chelsea
neutral,0.6454705595970154,iamabena Ebi play Come Chelsea
neutral,0.49761101603507996,DDDA92 TrollFootball Chelsea arent form thou
neutral,0.891411304473877,UCL Live Stream UEFA Champions League AC Milan vs Napoli e httpstco3JSCua8shz Real Madrid vs Chelsea e httpstco3JSCua8shz live livestream livefree REE
neutral,0.88339763879776,Im selling 2x seated together tickets Arsenal vs Chelsea Seated together 29th April Emirates Stadium Message youre interested Arsenal Premierleague COYG
positive,0.6533799767494202,Chelseas lineup giving hope going game evening ghanachelsea AccraChelsea ChelseaFC
neutral,0.4687400758266449,If Mudryk everyone expected Chelsea would acc half decent httpstcoMe7Purddhw
neutral,0.7912124991416931,The Chelsea team lined 1998 UEFA Super Cup They 10 Real Madrid CFC RMACHE httpstcoJLUgJq4yXK
neutral,0.8267399668693542,Real Madrid vs Chelsea LIVE httpstcoSplJkSRoHX RMACHE UCL ChampionsLeague
neutral,0.9135620594024658,Chelsea fans starting XI WhatsApp status
neutral,0.8972126245498657,UCL Live Stream UEFA Champions League AC Milan vs Napoli e httpstco3JSCua8shz Real Madrid vs Chelsea e httpstco3JSCua8shz live livestream livefree FGHT
neutral,0.8609737753868103,Chelsea vs Real Madrid Live Stream gtgtgtgthttpstcoV7quOsIQnC
neutral,0.8630214929580688,Confirmed matches today Link httpstcoDXQNDqYaxD Link httpstcoBlueekZxmP Real Madrid vs Chelsea Milan vs Napoli Follow Fctvlive stream update Please retweet follow httpstconH1iRivzac
neutral,0.828721284866333,UCL 2023 En vivo Live Stream Live Link heregtgthttpstcoVpawnyekAD 1 AC Milan vs Napoli Live 2 Real Madrid vs Chelsea Live UCL UEFA Champions League Retweet Like To Support US httpstcoiek03GCIkI
neutral,0.8405998349189758,TopGoalNFT realmadrid ChelseaFC Real Madrid 1 3 Chelsea Yiren05 Nz85770991 AirdropSerang
positive,0.7314476370811462,This chelsea team man Looks good paper httpstco55kRtucZiI
neutral,0.8437516689300537,Live Stream UEFA Champions League Real Madrid vs Chelsea Live Stream LIVE LINK httpstcos1OkC9x33s AC Milan vs Napoli Live Stream LIVE LINK httpstcouE0JprDvNC RMACHE UCL MilanNapoli UCL UEFAChampionsLeague ed svcsd
neutral,0.4917794167995453,I need Chelsea right things
neutral,0.7933966517448425,gt LiveStream UltraHD HS Baseball Live Stream 2023 lt Chelsea vs Revere Live Broadcast gtgtgt httpstcouvJJMUkO9l LiveBroadcast GameDay HighSchool SportsToday Chelsea Revere httpstcoFwL70qPcfC
neutral,0.8787028789520264,UCL Live Stream UEFA Champions League AC Milan vs Napoli e httpstco3JSCua8shz Real Madrid vs Chelsea e httpstco3JSCua8shz live livestream livefree NG
positive,0.7816578149795532,ChelseaFC All chelsea fans excited Lampard selections one mind Lets go
neutral,0.8622438311576843,Real Madrid vs Chelsea Champions League Live score team news updates httpstcolVlWNNzWxE champions ChampionsLeague Chelsea dailymail
negative,0.74434894323349,bradcfc No ones tryna see chelsea lose 40
neutral,0.8423987627029419,Live Stream UEFA Champions League Real Madrid vs Chelsea Live Stream LIVE LINK httpstcos1OkC9x33s AC Milan vs Napoli Live Stream LIVE LINK httpstcouE0JprDvNC RMACHE UCL MilanNapoli UCL UEFAChampionsLeague edz vsdds f
positive,0.660236656665802,Manifesting Chelsea Win tonight Game 40 And Jao Felix score hattrick httpstcobF1N6lAvre
neutral,0.8627005219459534,Chelsea ML away 129K What today bettor IG fadedbysavv FDSportsbook httpstcojQVVBsCof5
neutral,0.8930006623268127,UCL Live Stream UEFA Champions League AC Milan vs Napoli e httpstco3JSCua8shz Real Madrid vs Chelsea e httpstco3JSCua8shz live livestream livefree FDGR
neutral,0.6804326772689819,theovamediaBA Chelsea win
neutral,0.6642753481864929,Real Madrid vs Chelsea tonight lets go httpstcoIy4hA5Bpu1
neutral,0.7315000295639038,Real Madrid VS Chelsea 1st Leg live match httpstcojHNtQ89nwS httpstcoDVHh9DKLsg RealMadridVSChelsea liveevent livematch livesports livestreaming livetv pcmatch onlinewatching soccer soccermatch tvlive retgwe
neutral,0.6717731952667236,benz vs chelsea
neutral,0.8463479280471802,bangslots realmadrid ChelseaFC Real Madrid 2 0 Chelsea UCLxWINLIVE4D
neutral,0.8654733896255493,Real Madrid vs Chelsea Live Stream gtgtgtgthttpstcoV7quOsIQnC
negative,0.7426294088363647,Chelsea isnt winning night
neutral,0.6804423332214355,amxlkhalid Chelsea Milan You
neutral,0.5335435271263123,kellyinvegas JackMacCFB ChelseaReal 25 lets goooo
neutral,0.8541109561920166,Bet9jaOfficial Real Madrid 21 Chelsea
neutral,0.9007336497306824,CVXUCL Live Stream UEFA Champions League AC Milan vs Napoli e httpstco3JSCua8shz Real Madrid vs Chelsea e httpstco3JSCua8shz live livestream livefree FDV
positive,0.534601628780365,Give us another champions league masterclass Ngolo Kante Chelsea RMACHE ChampionsLeague UCL httpstcoZgLn362Zcw
neutral,0.7660230398178101,henrywinter Todd Boehly playing real life game football manager Chelsea toy
neutral,0.8947532773017883,UEFA Champions League 2023 Quarterfinals UCL Live Live LinkUEFA23Live Real Madrid vs Chelsea Live Milan vs Napoli Live Streams Date Wednesday April 12 Time 4 pm ET RMACHE httpstcoW9AfLIh0ZY
neutral,0.4434733986854553,Rufayi Barca fan paaa You suppose support Chelsea
positive,0.4184172749519348,DeadlineDayLive CatalunyaRadio Wow Chelsea must largest money tree earth
neutral,0.7098346948623657,FIFA investigate Chelsea went Etihad last night Bayern MCIFCB MCIBAY ChampionsLeague
neutral,0.7187274694442749,Real Madrid VS Chelsea 1st Leg live match httpstcojHNtQ89nwS httpstcoDVHh9DKLsg RealMadridVSChelsea liveevent livematch livesports livestreaming livetv pcmatch onlinewatching soccer soccermatch tvlive ertew
positive,0.7132086753845215,delicious chelsea line icl
neutral,0.8352073431015015,Live Stream UEFA Champions League Real Madrid vs Chelsea Live Stream LIVE LINK httpstcos1OkC9x33s AC Milan vs Napoli Live Stream LIVE LINK httpstcouE0JprDvNC RMACHE UCL MilanNapoli UCL UEFAChampionsLeague ed vsdgv
positive,0.7480423450469971,Ok Lampard credit due Someone FINALLY picked best Chelsea lineup Badiashile instead Koulibaly one change hes UCL squad This match looks like itll hot
neutral,0.7471794486045837,Milan Naples Real Madrid Chelsea
neutral,0.7965611219406128,Live Match UCL RMACHE Real Madrid vs Chelsea Follow main account FPL9898 RETWEET PLEASE httpstcoMjw0On8hHN
neutral,0.5126093626022339,As madridista pray Chelsea wins httpstcoW40kFQp4A9
neutral,0.3781549334526062,ChelseaFC I dont know line Chelsea fans like This good line
neutral,0.9102548956871033,UCL Live Stream UEFA Champions League AC Milan vs Napoli e httpstcoUvPRVJIk81 Real Madrid vs Chelsea e httpstcoUvPRVJIk81 live livestream livefree BGFB
negative,0.6135435104370117,Jkchemboy ChelseaFC Chelsea killed
neutral,0.756045401096344,BODRepubLlc Chelsea win 31
neutral,0.7052391171455383,Ayomide0078 Backing chelsea tonight
neutral,0.6567530632019043,ChampionsLeague Chelsea way
neutral,0.7948587536811829,LIVE STREAM Chelsea vs Real Madrid Live Stream Real Madrid vs Chelsea free stream online WATCH HERE httpstcou1L7awD5Zf Kindly Like RT httpstco3hjvVO6K1S
neutral,0.7437843084335327,BangEdiii Real Madrid 5 Benzema Vinicius Jr Modric Vs Chelsea 1 Havertz
neutral,0.8419619798660278,Live Stream UEFA Champions League Real Madrid vs Chelsea Live Stream LIVE LINK httpstcos1OkC9x33s AC Milan vs Napoli Live Stream LIVE LINK httpstcouE0JprDvNC RMACHE UCL MilanNapoli UCL UEFAChampionsLeague edzs dsv
neutral,0.7932994961738586,UCL Livestream Real Madrid Vs Chelsea Stream Link httpstcoSbkADObbKr Real Madrid takes Chelsea UCL quarterfinals tonight UCLQuarterfinal RMDCHE ChampionsLeague RealMadridVsChelsea RealMadrid Chelsea RMAVsChe livestreaming football httpstcofyRAeMtpbf
neutral,0.4720509648323059,New england chelsea shamakhokho httpstcojOteIQh4Gg
neutral,0.8301158547401428,Real Madrid vs Chelsea EN DIRECT Cliquez ici httpstcoa8Y5lDJHF8 Real Madrid match en direct Real Madrid en direct RealMadrid RealMadridVsChelsea ChelseavsRealmadrid ChelseaFC chelsea livestreaming DIRECT ChampionsLeague httpstcoiRgfPFotK1
neutral,0.9024036526679993,UCL Live Stream UEFA Champions League AC Milan vs Napoli e httpstcoUvPRVJIk81 Real Madrid vs Chelsea e httpstcoUvPRVJIk81 live livestream livefree DFER
neutral,0.8394404053688049,Live Stream UEFA Champions League Real Madrid vs Chelsea Live Stream LIVE LINK httpstcos1OkC9x33s AC Milan vs Napoli Live Stream LIVE LINK httpstcouE0JprDvNC RMACHE UCL MilanNapoli UCL UEFAChampionsLeague ez xsd
neutral,0.6021547317504883,bodrepublic Madrid 2 chelsea 0
neutral,0.7185605764389038,Real Madrid VS Chelsea 1st Leg live match httpstcojHNtQ89nwS httpstcoDVHh9DKLsg RealMadridVSChelsea liveevent livematch livesports livestreaming livetv pcmatch onlinewatching soccer soccermatch tvlive erte4r
neutral,0.818088948726654,PabOdds Madrid 4 1 Chelsea
neutral,0.819222629070282,Live Stream UEFA Champions League Real Madrid vs Chelsea Live Stream LIVE LINK httpstcos1OkC9x33s AC Milan vs Napoli Live Stream LIVE LINK httpstcouE0JprDvNC RMACHE UCL MilanNapoli UCL UEFAChampionsLeague ezdxc sfd
negative,0.6101590991020203,Chelsea fans prepare premium tears today
neutral,0.7984349131584167,Last 2 CL Winners Last 2 CWC Winners Chelsea 1 3 English Teams To Win It All Real Madrid 1 2 Spanish Teams To Win It All Real Madrid vs Chelsea httpstcoDlcaR7FZG9
positive,0.6578606963157654,im chelsea fan today
neutral,0.7902652025222778,UCL Livestream Real Madrid Vs Chelsea Stream Link httpstcoSbkADObbKr Real Madrid takes Chelsea UCL quarterfinals tonight UCLQuarterfinal RMDCHE ChampionsLeague RealMadridVsChelsea RealMadrid Chelsea RMAVsChe livestreaming football httpstcoYnqPESZUYo
neutral,0.8827765583992004,New Overtime AMM position bought Real Madrid Chelsea Amount 10 Paid 7658 sUSD Position 12 Potential profit 2 sUSD 31
negative,0.4071679413318634,Tunnykvng Chelsea wont lose today bro dont panic
neutral,0.8179994225502014,Live Stream UEFA Champions League Real Madrid vs Chelsea Live Stream LIVE LINK httpstcos1OkC9x33s AC Milan vs Napoli Live Stream LIVE LINK httpstcouE0JprDvNC RMACHE UCL MilanNapoli UCL UEFAChampionsLeague edz vsdfsd f
neutral,0.814005970954895,Fola5616 When Chelsea sign Olis use bread sign one
positive,0.47872236371040344,ChelseaFC ChelseavsRealmadrid Have 1 Sterling first goal Easy money Cmon Chelsea
neutral,0.7533936500549316,CyberHawk You think say Chelsea go beat Real Madrid
neutral,0.8786766529083252,FootballTweet Chelsea 23
neutral,0.5194600224494934,gyaigyimii He legend Chelsea Madrid Just former Real Madrid player
neutral,0.7448192238807678,Kadrink kidogo wait Real Madrid vs Chelsea match Blues winning UCL ChampionsLeague httpstcoWQ6CXTpOor
neutral,0.7193248271942139,Real Madrid VS Chelsea 1st Leg live match httpstcojHNtQ89nwS httpstcoDVHh9DKLsg RealMadridVSChelsea liveevent livematch livesports livestreaming livetv pcmatch onlinewatching soccer soccermatch tvlive e4t3e
neutral,0.730093777179718,TopGoalNFT realmadrid ChelseaFC dhxnidearc1 christops14 iyusnetral99 Madrid 31 chelsea
neutral,0.9008312225341797,Bet9jaOfficial Real Madrid 10 Chelsea User ID 9648274
negative,0.47760236263275146,UtdEIIis I dont think Ive ever wanted club spend 100m player I want Chelsea splash 100m fella
neutral,0.8398187160491943,Confirmed matches today Link httpstcoz1zIRSc0so Link httpstco4crscwB3Ua Real Madrid vs Chelsea Milan vs Napoli Follow Fctvlive stream update Please retweet follow httpstcotZ5E2aWWzX
neutral,0.8407326340675354,Live Stream UEFA Champions League Real Madrid vs Chelsea Live Stream LIVE LINK httpstcos1OkC9x33s AC Milan vs Napoli Live Stream LIVE LINK httpstcouE0JprDvNC RMACHE UCL MilanNapoli UCL UEFAChampionsLeague ezd vsd
neutral,0.8354554176330566,Real Madrid vs Chelsea Lineup watch UEFA Champions League match LIVE India httpstco4I7jNKMyuK uefachampionsleague UCL RealMadrid ChelseaFC RealMadridVsChelsea livestreaming
neutral,0.6654433608055115,I think chelsea holding steady pamming tn
neutral,0.3570376932621002,itsfatumaa05 chelsea done us
neutral,0.8311342597007751,Live Stream Milan Napoli RealMadrid Chelsea Milan Napoli Live Linkgtgt httpstco9ZzSihpLtD Real Madrid Chelsea Live Linkgtgt httpstcojALbmrdXQw httpstcoiqWugD6yyT gdy
positive,0.7018283605575562,If Chelsea beat Madrid tonight losing mighty Wolves surely means Wolves bigger better club Real Madrid
neutral,0.8068216443061829,UCL Livestream Real Madrid Vs Chelsea Stream Link httpstcoSbkADObbKr Real Madrid takes Chelsea UCL quarterfinals tonight UCLQuarterfinal RMDCHE ChampionsLeague RealMadridVsChelsea RealMadrid Chelsea RMAVsChe livestreaming football httpstcoKCp2vsVJO5
neutral,0.7973092794418335,BanterNaija ChelseaFC Madrid 21 Chelsea
negative,0.7240036725997925,gdelarunsi And Chelsea lose carry Mac come
neutral,0.7634983658790588,ChampionsLeague Chelsea
neutral,0.670220136642456,shemi263 siphillipssport TheAthleticFC Thatll Chelsea lost 60 City 40 checks notes Bournemouth
neutral,0.8190440535545349,eurofootcom Chelsea
neutral,0.7242494821548462,Real Madrid VS Chelsea 1st Leg live match httpstcojHNtQ89nwS httpstcoDVHh9DKLsg RealMadridVSChelsea liveevent livematch livesports livestreaming livetv pcmatch onlinewatching soccer soccermatch tvlive retr43we
neutral,0.3774714767932892,I smell chelsea win even feel air
negative,0.897352397441864,ErlingHa Youre wrong football ultimately comes confidence teams seem lacking I feeling might potentially really tight game maybe Madrid 1 chelsea 0
neutral,0.8543767929077148,Live Stream UEFA Champions League Real Madrid vs Chelsea Live Stream LIVE LINK httpstcos1OkC9x33s AC Milan vs Napoli Live Stream LIVE LINK httpstcouE0JprDvNC RMACHE UCL MilanNapoli UCL UEFAChampionsLeague ed sdz
positive,0.3603735864162445,KBonimtetezi one players Chelseas squad ready Mercilessly deal Real Madrid May Jesus Tongaren protect RealMadrid hands Chelsi Rigathe GachaguaOmoshBahatiMaandamano httpstcoe6xNGYwOQR
neutral,0.8790668845176697,AltcoinGlitz Real Madrid 2 Chelsea 0
positive,0.4764617681503296,shotbyslipz Chelsea winning
neutral,0.44473394751548767,LAYORMI116 Carry Chelsea straight make know say mean
neutral,0.8167359828948975,Live Stream UEFA Champions League Real Madrid vs Chelsea Live Stream LIVE LINK httpstcos1OkC9x33s AC Milan vs Napoli Live Stream LIVE LINK httpstcouE0JprDvNC RMACHE UCL MilanNapoli UCL UEFAChampionsLeague edz sdsd f f
neutral,0.8198115825653076,Live Match UCL RMACHE Real Madrid vs Chelsea Watch live twitter stream goes httpstco5nA4RRNHAz Live telegram httpstcoyaEZzAuTxL Follow main account HDFUT0 httpstcoXdQj1OQWkZ
neutral,0.4983723759651184,ChelseaFC No Chelsea abeg I know wetin una dey play
neutral,0.5209850072860718,breathMessi21 If chelsea inter win UCLMessi clear winning bdr
negative,0.3817608058452606,Despite king starting I stand Chelsea
neutral,0.5561505556106567,Kpando hearts lion play match Chelsea win chelsea RealMadrid football
neutral,0.7358823418617249,Real Madrid VS Chelsea 1st Leg live match httpstcojHNtQ89nwS httpstcoDVHh9DKLsg RealMadridVSChelsea liveevent livematch livesports livestreaming livetv pcmatch onlinewatching soccer soccermatch tvlive ertet
neutral,0.6427286863327026,bodrepublic Real Madrid 30 Chelsea
negative,0.48131686449050903,God abeg Epp chelsea All I met mother Tl concern
negative,0.6955382227897644,BusstyChelsea bmarci0306 rbnsm7 CFCDUBois UTDTrey Oga calm Its banter Everybody knows football unpredictable Nobody expected City beat Bayern 3 nil Madrid beat Lpool 52at Anfield Its sure football unpredictable And fans always bant drink water stop pumping
neutral,0.8156506419181824,Dickinson TX Recently well done remodeled 3BR 2BA new market amp listed 225k Give us call get showing httpstcow4OjamJcCI Marketing Agent Celia Grell Listing Agent Chelsea Martinez httpstcoF1kAh9BmJY
negative,0.5149968266487122,ChelseaFC Kepa Chelsea dead arrival
positive,0.6683905720710754,Lets get win Chelsea
neutral,0.8583364486694336,OpenBetAi Real 23 Chelsea
negative,0.6126890778541565,Taybazza041 MatkaaBiryani realbaday CFCAllyRhodes FootballTweet If base season No Chelsea Wed appreciate disrespect Thiago
neutral,0.7062970399856567,Were CHELSEA httpstcoMIjA7f0uLI
neutral,0.8440983295440674,Live Stream UEFA Champions League Real Madrid vs Chelsea Live Stream LIVE LINK httpstcos1OkC9x33s AC Milan vs Napoli Live Stream LIVE LINK httpstcouE0JprDvNC RMACHE UCL MilanNapoli UCL UEFAChampionsLeague edz ssd
neutral,0.7603657245635986,BREAKING Chelsea ready offer Gavi huge salary joins free transfer signing bonus Barcelona summer Source CatalunyaRadio
neutral,0.5081827640533447,11th day 8full working days today joinkuda kudahelpng debited unsuccessful transaction yet reverse money reverse money kudahelpng Mane Martial Chelsea Osimhen Real Madrid Qatar Sportybet Sevilla Talented Nini Klopp Casemiro Aguero Gnabry httpstco624sHoUgOT
negative,0.7620427012443542,My thoughts dont Go score Real Madrid first The way Liverpool last time Because would find self lying hospital bed begging referee end match Chelsea fair Warning ChampionsLeague ChelseavsRealmadrid
neutral,0.7837430238723755,IzzatElKhawaja 20 Chelsea wins whether like
neutral,0.732694685459137,Up Chelsea Blue The colour ChampionsLeague Bahdlex ChelseaFC httpstcoOFQuhvjVXq
neutral,0.8604592680931091,ParionsSport Real 32 Chelsea FreebetParionsSport
neutral,0.8479499816894531,Live Stream UEFA Champions League Real Madrid vs Chelsea Live Stream LIVE LINK httpstcos1OkC9x33s AC Milan vs Napoli Live Stream LIVE LINK httpstcouE0JprDvNC RMACHE UCL MilanNapoli UCL UEFAChampionsLeague edz vsd
negative,0.6950068473815918,Almost 10k likes Chelsea fans need stay away httpstco5boibPjejw httpstcobQ7qwtrz18
neutral,0.6398507952690125,Chelseas struggling 89m winger Mykhailo Mudryk told follow Vinicius Junior example become leader Stamford Bridge TRENDING NEWS NOW Authentic Sports News Read httpstcoLMnYfeAGF2 via myblogpay blogpay
neutral,0.7574286460876465,maybechelsea Obviously
neutral,0.8492294549942017,Live Stream UEFA Champions League Real Madrid vs Chelsea Live Stream LIVE LINK httpstcos1OkC9x33s AC Milan vs Napoli Live Stream LIVE LINK httpstcouE0JprDvNC RMACHE UCL MilanNapoli UCL UEFAChampionsLeague ed sd
neutral,0.7234123349189758,Real Madrid VS Chelsea 1st Leg live match httpstcojHNtQ89nwS httpstcoDVHh9DKLsg RealMadridVSChelsea liveevent livematch livesports livestreaming livetv pcmatch onlinewatching soccer soccermatch tvlive erw
neutral,0.45010221004486084,ishaq Na Chelsea style play nw ages
neutral,0.6986233592033386,Hersi1M anwaronbt Chelsea X Suns
negative,0.927679717540741,kinggeezay ChelseaFC I see Chelsea fans given team amp quite understandable Recent form atrocious totally unacceptable
neutral,0.8471583724021912,Live Stream UEFA Champions League Real Madrid vs Chelsea Live Stream LIVE LINK httpstcos1OkC9x33s AC Milan vs Napoli Live Stream LIVE LINK httpstcouE0JprDvNC RMACHE UCL MilanNapoli UCL UEFAChampionsLeague ed svsd
neutral,0.6114863753318787,leespes Jaystilldey sammieboi51 Chelsea course
neutral,0.4707629680633545,With line Frank Lampard put Chelsea tonight I see getting something todays game realmadriden Full time Real Madrid 1 Chelsea 2 UCL
positive,0.7190532684326172,Goooo Blues Chelsea
positive,0.6320378184318542,ToniRuediger amp nglkante reuniting I support good guys Chelsea realmadrid championsleagu httpstco0r8IPT6aes
neutral,0.8438454866409302,dexsportpulse Real Madrid 10 Chelsea
positive,0.7184655070304871,premierleague It always Joe Cole Chelsea My Favorite
neutral,0.8254961967468262,Live Stream UEFA Champions League Real Madrid vs Chelsea Live Stream LIVE LINK httpstcos1OkC9x33s AC Milan vs Napoli Live Stream LIVE LINK httpstcouE0JprDvNC RMACHE UCL MilanNapoli UCL UEFAChampionsLeague ed vsdfgvb
neutral,0.48006826639175415,Todays tip followers 61 builder Chelsea game tonight good luck httpstcov6jpENJogf
positive,0.7625875473022461,Chelsea could get something tonight
negative,0.5782518982887268,x team goals chelsea yet said team boring httpstcot1Zhmgdztn
neutral,0.501215934753418,Chelsea ace overlooked Real Madrid prepare 60m bid Man City star whos played last game Guardiola TRENDING NEWS NOW Authentic Sports News Read httpstcoy4jZ8HLUGL via myblogpay blogpay
neutral,0.5191959738731384,Live Stream UEFA Champions League UCL Real Madrid Chelsea Joyful IPTV winninginparadise regulation beatpoland co2023 rctid ucl indianfootball flhsfoootball onepack mightymusic everton srhvpbks data pcmatch homophobia httpstcoCMjKHjhUwi
neutral,0.8365253210067749,Live Stream UEFA Champions League Real Madrid vs Chelsea Live Stream LIVE LINK httpstcos1OkC9x33s AC Milan vs Napoli Live Stream LIVE LINK httpstcouE0JprDvNC RMACHE UCL MilanNapoli UCL UEFAChampionsLeague edx vsdf
neutral,0.5911650061607361,Chelsea 50 tonight
neutral,0.7195260524749756,Real Madrid VS Chelsea 1st Leg live match httpstcojHNtQ89nwS httpstcoDVHh9DKLsg RealMadridVSChelsea liveevent livematch livesports livestreaming livetv pcmatch onlinewatching soccer soccermatch tvlive ete4r
neutral,0.5020834803581238,Champions League ChelseaMadrid Madrid 15 corners 105 20 win 21 Get rich ppl
neutral,0.6380307078361511,haipep Madrid 0 2 chelsea
neutral,0.5380874872207642,Twitter coaches howd see Chelsea squad
neutral,0.8631686568260193,NjokiMuriraKE Real Madrid 1 vs 2 Chelsea
neutral,0.7389480471611023,teemourinho Madrid 1 Chelsea 3
neutral,0.8174509406089783,Live Stream UEFA Champions League Real Madrid vs Chelsea Live Stream LIVE LINK httpstcos1OkC9x33s AC Milan vs Napoli Live Stream LIVE LINK httpstcouE0JprDvNC RMACHE UCL MilanNapoli UCL UEFAChampionsLeague exdf vdsfgv
neutral,0.7162039279937744,iamyourspec The world vs Chelsea
positive,0.5089713335037231,daamiasanmia matt4d Except City Liverpool Chelsea Leicester City Man Utd title last decade Arsenal looking like winning year many teams Bundesliga last decade
neutral,0.6744011044502258,MysteryJKing Madrid 3 1 Chelsea
neutral,0.8307870626449585,teslinkmedia Real Madrid 20 Chelsea
neutral,0.8080044984817505,UCL Livestream Real Madrid Vs Chelsea Stream Link httpstcok5sTGq8My2 Real Madrid takes Chelsea UCL quarterfinals tonight UCLQuarterfinal RMDCHE ChampionsLeague RealMadridVsChelsea RealMadrid Chelsea RMAVsChe livestreaming football httpstcoRVfthZw0TF
